,0.4199999999999999,0.54,0.72,0.78,
,0.36,0.6,0.72,0.8999999999999999,
,0.36,0.66,0.78,1.14,
,0.3,0.72,0.54,0.8399999999999999,
,0.36,0.72,0.66,1.08,
,0.66,0.6,0.66,1.08,
,0.24,0.8399999999999999,0.72,0.8399999999999999,
,0.36,0.66,0.72,0.96,
,0.3,0.6,0.96,1.2,
,0.4199999999999999,0.4199999999999999,0.4199999999999999,1.26,
,0.36,0.72,0.78,1.02,
,0.36,0.8999999999999999,0.72,0.8999999999999999,
,0.4199999999999999,0.54,0.78,0.96,
,0.36,0.72,0.78,1.14,
,0.3,0.72,0.72,1.02,
,0.4199999999999999,0.6,0.72,1.08,
,0.48,0.66,0.78,0.72,
,0.4199999999999999,0.6,0.8399999999999999,1.14,
,,0.54,0.54,1.02,
,,0.72,0.54,1.08,
,,0.8399999999999999,0.66,1.08,
,,0.66,0.8399999999999999,0.8999999999999999,
,,0.78,0.8399999999999999,0.96,
,,0.6,0.72,0.8399999999999999,
,,0.66,0.66,1.2,
,,0.6,0.72,1.08,
,,0.66,0.78,1.26,
,,0.66,0.6,0.8399999999999999,
,,0.6,0.72,0.8999999999999999,
,,0.66,0.72,0.78,
,,0.66,0.8399999999999999,1.02,
,,0.8399999999999999,0.72,0.8999999999999999,
,,0.72,0.78,0.8999999999999999,
,,0.6,0.66,0.96,
,,0.54,0.8399999999999999,0.72,
,,0.78,0.8399999999999999,1.2,
,,0.72,0.54,1.26,
,,0.66,0.72,1.2,
,,0.78,0.72,1.26,
,,0.8999999999999999,0.8399999999999999,0.66,
,,0.8399999999999999,0.96,1.14,
,,,0.66,1.14,
,,,0.8999999999999999,1.26,
,,,0.78,1.02,
,,,0.8999999999999999,0.96,
,,,0.78,1.02,
,,,0.66,0.8399999999999999,
,,,0.66,1.32,
,,,0.72,0.8999999999999999,
,,,0.8399999999999999,0.96,
,,,0.72,0.66,
,,,0.66,1.14,
,,,0.8399999999999999,0.72,
,,,0.78,1.2,
,,,0.6,0.72,
,,,0.8999999999999999,1.14,
,,,0.78,0.6,
,,,0.66,1.08,
,,,0.78,0.8999999999999999,
,,,0.48,1.26,
,,,0.72,0.72,
,,,0.96,0.78,
,,,0.72,1.2,
,,,0.66,1.14,
,,,0.66,1.14,
,,,0.8999999999999999,1.2,
,,,0.72,0.96,
,,,0.8399999999999999,1.14,
,,,0.72,0.8399999999999999,
,,,0.72,1.02,
,,,0.8399999999999999,1.26,
,,,0.6,1.14,
,,,0.96,1.14,
,,,0.72,0.96,
,,,0.72,1.14,
,,,0.72,1.02,
,,,0.8399999999999999,0.66,
,,,0.78,0.78,
,,,0.78,,
,,,0.72,,
,,,0.8999999999999999,,
,,,0.8999999999999999,,
,,,0.8399999999999999,,
,,,0.72,,
,,,0.6,,
,,,0.8999999999999999,,
,,,0.66,,
,,,0.8399999999999999,,
,,,0.78,,
,,,0.66,,
,,,0.8399999999999999,,
,,,0.6,,
,,,0.78,,
,,0.48,1.02,0.66,
,,0.66,0.96,1.14,
,,0.72,0.96,1.38,
,,0.72,0.96,1.14,
,,0.72,0.96,0.8399999999999999,
,,0.54,0.96,1.02,
,,0.78,1.14,1.2,
,,0.78,0.96,0.8399999999999999,
,,0.72,0.78,1.2,
,,0.66,0.8999999999999999,0.66,
,,0.72,0.8399999999999999,0.96,
,,0.6,0.78,0.8999999999999999,
,,0.72,0.6,0.8999999999999999,
,,0.6,0.8999999999999999,1.5,
,,0.36,1.02,1.14,
,,0.72,0.96,1.2,
,,0.48,1.7399999999999998,1.5,
,,0.66,0.8999999999999999,0.78,
,,0.72,0.66,0.8999999999999999,
,,0.6,0.8399999999999999,0.8399999999999999,
,,0.6,1.08,1.08,
,,0.66,1.02,1.38,
,,0.6,0.96,0.96,
,,0.78,1.2,1.56,
,,0.54,1.26,1.08,
,,0.6,0.72,1.26,
,,0.48,0.8999999999999999,1.14,
,,0.78,0.72,1.08,
,,0.6,0.78,1.14,
,,0.54,0.96,1.2,
,,0.72,1.14,0.8999999999999999,
,,0.48,0.96,1.08,
,,0.66,0.8399999999999999,0.96,
,,0.6,0.8399999999999999,1.32,
,,0.78,0.6,1.2,
,,0.6,0.8399999999999999,1.2,
,,0.78,0.66,0.96,
,,0.78,0.8999999999999999,1.26,
,,0.66,0.8399999999999999,0.96,
,,0.78,0.8399999999999999,1.5,
,,0.72,0.66,1.08,
,,0.6,0.66,0.8399999999999999,
,,0.54,0.54,1.02,
,,0.8399999999999999,0.8999999999999999,1.08,
,,0.72,1.08,1.2,
,,0.8399999999999999,0.8999999999999999,1.56,
,,0.66,1.02,1.02,
,,0.54,1.2,1.2,
,,0.72,0.8999999999999999,1.08,
,,0.66,0.78,1.14,
,,0.8399999999999999,0.66,0.96,
,,0.8399999999999999,0.66,0.96,
,,0.78,0.8399999999999999,1.38,
,,0.66,1.02,1.08,
,,0.4199999999999999,0.8999999999999999,1.32,
,,0.78,0.78,1.44,
,,0.72,0.78,1.02,
,,0.66,1.32,1.2,
,,0.78,1.08,1.2,
,,0.66,0.8399999999999999,1.08,
,,0.66,0.8999999999999999,1.26,
,,0.72,0.72,1.56,
,,0.6,1.02,1.7999999999999998,
,,0.66,1.02,1.5,
,,0.78,1.02,1.26,
,,0.72,1.02,1.2,
,,0.66,0.8399999999999999,1.5,
,,0.66,0.72,0.8999999999999999,
,,0.72,0.72,1.02,
,,0.72,0.78,1.2,
,,0.66,0.8399999999999999,1.38,
,,0.48,1.08,0.96,
,,0.78,1.02,1.2,
,,0.66,0.96,1.26,
,,0.54,0.8999999999999999,1.5,
,,0.54,1.02,1.7999999999999998,
,,0.78,0.8399999999999999,0.8999999999999999,
,,0.66,0.78,1.38,
,,0.54,0.78,1.38,
,,0.66,0.96,1.2,
,,0.72,0.8399999999999999,0.66,
,,0.72,1.02,1.02,
,,0.8999999999999999,0.96,1.26,
,,0.72,0.66,0.96,
,,0.54,1.14,1.08,
,,0.8399999999999999,0.8399999999999999,0.8999999999999999,
,,0.66,0.6,1.5,
,,0.6,0.72,1.2,
,,0.78,0.66,1.02,
,,0.72,0.8999999999999999,1.02,
,,0.8399999999999999,1.08,1.5,
,,0.8399999999999999,0.8399999999999999,1.26,
,,0.66,0.96,0.96,
,,0.66,0.54,1.14,
,,0.54,0.8999999999999999,1.02,
,,0.72,0.78,0.8399999999999999,
,,0.72,0.8999999999999999,1.02,
,,0.6,1.08,1.26,
,,0.8399999999999999,1.32,1.38,
,,0.8999999999999999,0.96,0.8999999999999999,
,,0.78,0.6,1.02,
,,0.72,0.78,1.32,
,,0.8399999999999999,1.2,0.8999999999999999,
,,0.72,0.8999999999999999,0.96,
,,0.54,0.8999999999999999,1.2,
,,0.72,0.8999999999999999,1.08,
,,0.66,1.14,1.38,
,,0.78,0.72,1.08,
,,0.54,0.8999999999999999,1.56,
,,0.78,0.66,1.38,
,,0.72,0.96,1.14,
,,0.78,0.6,1.26,
,,0.54,0.8399999999999999,1.02,
,,0.8999999999999999,0.96,1.26,
,,0.54,0.8399999999999999,1.14,
,,0.72,0.78,1.14,
,,0.72,0.66,1.14,
,,0.6,0.8999999999999999,1.2,
,,0.66,1.08,0.96,
,,0.78,0.8399999999999999,1.2,
,,0.78,0.96,0.8999999999999999,
,,0.6,0.72,1.26,
,,0.66,1.08,1.02,
,,0.48,1.14,1.2,
,,0.72,0.8399999999999999,1.02,
,,0.66,0.96,1.32,
,,0.54,0.96,1.26,
,,0.6,1.14,1.38,
,,0.66,1.02,1.08,
,,0.66,1.08,1.26,
,,0.6,0.96,1.2,
,,0.72,0.6,1.08,
,,0.54,1.02,0.96,
,,0.66,0.8999999999999999,1.14,
,,0.72,0.8399999999999999,1.2,
,,0.8399999999999999,1.08,0.8399999999999999,
,,1.08,1.14,0.96,
,,0.8399999999999999,1.5,1.14,
,,0.66,0.66,1.14,
,,0.72,1.02,1.02,
,,0.78,1.02,0.8999999999999999,
,,0.66,0.78,1.38,
,,0.48,0.8399999999999999,1.08,
,,0.48,0.8399999999999999,1.02,
,,0.72,1.5,1.14,
,,0.6,0.96,1.44,
,,0.72,1.02,1.62,
,,0.6,0.8399999999999999,1.14,
,,0.72,0.96,1.2,
,,0.4199999999999999,1.02,0.8999999999999999,
,,0.6,0.66,1.08,
,,0.66,0.78,1.02,
,,0.78,0.72,1.08,
,,0.78,0.78,0.8399999999999999,
,,0.6,0.78,1.44,
,,0.54,0.8999999999999999,1.32,
,,0.6,0.96,1.38,
,,0.48,0.8399999999999999,0.96,
,,0.8999999999999999,0.8399999999999999,1.2,
,,0.54,0.8399999999999999,1.14,
,,0.54,1.08,1.32,
,,0.54,0.96,0.96,
,,0.66,0.78,1.08,
,,0.72,1.14,1.2,
,,0.78,0.96,0.78,
,,0.78,1.14,0.8999999999999999,
,,0.72,1.08,1.02,
,,0.72,0.96,0.96,
,,0.78,0.96,1.2,
,,0.66,0.8399999999999999,1.32,
,,,1.08,1.02,
,,,0.8999999999999999,0.96,
,,,0.66,1.2,
,,,1.02,1.08,
,,,0.66,1.14,
,,,1.02,0.96,
,,,1.08,1.08,
,,,1.08,1.02,
,,,0.96,1.14,
,,,1.14,1.02,
,,,0.96,1.44,
,,,0.8999999999999999,1.26,
,,,0.72,0.8399999999999999,
,,,0.8399999999999999,1.26,
,,,1.14,0.8399999999999999,
,,,0.8999999999999999,1.2,
,,,0.8399999999999999,1.02,
,,,0.96,1.02,
,,,0.54,1.26,
,,,1.08,1.08,
,,,1.02,1.38,
,,,0.8399999999999999,0.78,
,,,0.96,1.2,
,,,0.8399999999999999,1.26,
,,,0.6,0.8999999999999999,
,,,0.72,1.62,
,,,0.8999999999999999,,
,,,0.8399999999999999,,
,,,0.66,,
,,,1.32,,
,,,1.02,,
,,,1.02,,
,,,0.6,,
,,,0.96,,
,,,0.96,,
,,,0.8399999999999999,,
,,,0.66,,
,,,0.66,,
,,,0.72,,
,,,0.8999999999999999,,
0.36,0.54,0.6,,,1.26
0.36,0.48,0.6,,,1.38
0.6,0.54,0.72,,,1.6799999999999995
0.48,0.66,0.78,,,1.08
0.36,0.54,0.78,,,1.62
0.48,0.4199999999999999,0.78,,,0.96
0.36,0.4199999999999999,0.8399999999999999,,,1.5
0.6,0.48,0.78,,,1.32
0.36,0.48,0.78,,,1.26
0.48,0.48,0.78,,,1.32
0.72,0.6,0.72,,,1.14
0.4199999999999999,0.54,0.78,,,1.26
0.4199999999999999,0.36,0.54,,,1.5
0.4199999999999999,0.3,0.4199999999999999,,,1.44
0.66,0.36,0.66,,,1.44
0.54,0.4199999999999999,0.66,,,1.38
0.4199999999999999,0.4199999999999999,0.72,,,1.5
0.54,0.36,0.72,,,1.5
0.48,0.54,0.8399999999999999,,,1.2
0.36,0.48,0.72,,,0.8399999999999999
0.4199999999999999,0.6,0.66,,,1.44
0.4199999999999999,0.48,0.72,,,1.56
0.4199999999999999,0.4199999999999999,0.6,,,1.44
0.48,0.4199999999999999,0.48,,,1.26
0.36,0.54,0.48,,,1.5
0.36,0.48,0.6,,,1.56
0.66,0.6,0.6,,,1.44
0.4199999999999999,0.54,0.78,,,1.08
0.66,0.54,0.6,,,1.56
0.48,0.36,0.66,,,1.26
0.48,0.48,0.72,,,1.38
0.54,0.4199999999999999,0.78,,,1.38
0.4199999999999999,0.6,0.54,,,1.56
0.54,0.36,0.6,,,1.38
0.6,0.48,0.54,,,1.56
0.6,0.4199999999999999,0.6,,,0.8999999999999999
0.4199999999999999,0.66,0.72,,,1.2
0.36,0.66,0.78,,,1.08
0.4199999999999999,0.6,0.66,,,1.2
0.6,0.36,0.66,,,1.5
0.36,0.48,0.78,,,1.38
0.54,0.36,0.78,,,1.26
0.54,0.4199999999999999,0.72,,,1.14
0.54,0.4199999999999999,0.48,,,0.96
0.54,0.48,0.78,,,1.38
0.6,0.66,0.66,,,1.32
0.48,0.54,0.72,,,1.56
0.54,0.54,0.72,,,1.56
0.4199999999999999,0.4199999999999999,0.72,,,1.08
0.66,0.48,0.48,,,1.14
0.6,0.66,0.72,,,1.5
0.48,0.48,0.48,,,1.44
0.54,0.48,0.66,,,1.32
0.36,0.54,0.54,,,1.5
0.4199999999999999,0.6,0.66,,,1.02
0.66,0.4199999999999999,0.66,,,1.44
0.54,0.48,0.66,,,1.08
0.54,0.48,0.78,,,1.5
0.48,0.4199999999999999,0.66,,,1.32
0.54,0.54,0.78,,,1.02
0.48,0.4199999999999999,0.6,,,1.32
0.6,0.48,0.6,,,1.5
0.6,0.48,0.6,,,1.6799999999999995
0.48,0.4199999999999999,0.48,,,1.26
0.48,0.4199999999999999,0.54,,,1.2
0.54,0.48,0.66,,,1.26
0.4199999999999999,0.48,0.48,,,1.08
0.48,0.48,0.78,,,1.02
0.78,0.54,0.66,,,1.56
0.54,0.72,0.8399999999999999,,,1.02
0.4199999999999999,0.4199999999999999,0.66,,,1.14
0.54,0.6,0.4199999999999999,,,1.14
0.48,0.6,0.66,,,1.38
0.66,0.4199999999999999,0.6,,,1.6799999999999995
0.48,0.54,0.54,,,1.08
0.54,0.4199999999999999,0.4199999999999999,,,1.14
0.48,0.54,0.48,,,1.38
0.48,0.54,0.66,,,1.38
0.4199999999999999,0.4199999999999999,0.6,,,1.38
0.66,0.48,0.72,,,1.32
0.54,0.48,0.72,,,1.2
0.54,0.54,0.66,,,1.56
0.54,0.48,0.72,,,1.26
0.54,0.6,0.6,,,1.5
0.36,0.4199999999999999,0.6,,,1.08
0.48,0.48,0.54,,,1.7399999999999998
0.4199999999999999,0.6,0.78,,,1.2
0.66,0.48,0.72,,,1.08
0.48,0.6,0.66,,,1.32
0.4199999999999999,0.36,0.72,,,1.56
0.54,0.48,0.6,,,1.26
0.66,0.48,0.6,,,1.38
0.54,0.4199999999999999,0.48,,,1.2
0.48,0.66,0.54,,,0.8399999999999999
0.66,0.54,0.72,,,1.56
0.54,0.54,0.72,,,1.32
0.66,0.4199999999999999,0.4199999999999999,,,1.14
0.54,0.48,0.78,,,1.14
0.6,0.48,0.6,,,1.56
0.48,0.4199999999999999,0.96,,,1.32
0.4199999999999999,0.48,0.78,,,1.44
0.54,0.48,0.8399999999999999,,,1.2
0.54,0.36,0.72,,,1.38
0.36,0.54,0.66,,,1.26
0.54,0.54,0.72,,,1.56
0.48,0.4199999999999999,0.78,,,1.02
0.48,0.66,0.66,,,1.5
0.48,0.6,0.66,,,1.44
0.48,0.66,0.54,,,1.2
0.4199999999999999,0.6,0.54,,,1.62
0.48,0.54,0.78,,,1.44
0.54,0.4199999999999999,0.8999999999999999,,,1.7999999999999998
0.66,0.54,0.54,,,1.44
0.48,0.54,0.78,,,1.26
0.66,0.6,0.72,,,1.6799999999999995
0.48,0.36,0.8999999999999999,,,1.08
0.4199999999999999,0.48,0.72,,,1.86
0.48,0.48,0.72,,,1.08
0.54,0.36,0.78,,,1.38
0.6,0.36,0.54,,,1.62
0.54,0.36,0.78,,,1.08
0.72,0.48,0.6,,,1.5
0.4199999999999999,0.6,0.72,,,1.44
0.54,0.72,0.66,,,1.38
0.48,0.4199999999999999,0.96,,,1.08
0.4199999999999999,0.4199999999999999,0.8399999999999999,,,1.44
0.54,0.4199999999999999,0.6,,,1.26
0.4199999999999999,0.48,0.6,,,1.26
0.4199999999999999,0.6,0.54,,,1.02
0.48,0.6,0.78,,,1.62
0.54,0.6,0.72,,,1.26
0.4199999999999999,0.36,0.72,,,1.08
0.48,0.6,0.72,,,1.38
0.54,0.36,0.66,,,1.08
0.66,0.48,0.8399999999999999,,,1.38
0.54,0.48,0.72,,,1.5
0.48,0.66,0.66,,,1.26
0.54,0.48,0.8399999999999999,,,1.38
0.48,0.48,0.78,,,0.8999999999999999
0.54,0.54,0.66,,,0.78
0.54,0.4199999999999999,0.6,,,1.14
0.54,0.48,0.72,,,1.2
0.54,0.48,0.8399999999999999,,,1.14
0.54,,0.8399999999999999,,,1.38
0.48,,0.66,,,1.56
0.54,,0.6,,,1.62
0.66,,0.54,,,1.56
0.48,,0.72,,,1.44
0.6,,0.48,,,1.44
0.48,,0.54,,,1.56
0.66,,0.8399999999999999,,,1.38
0.48,,0.66,,,
0.36,,0.8399999999999999,,,
0.54,,0.66,,,
0.6,,0.72,,,
0.6,,0.48,,,
0.48,,0.66,,,
0.6,,0.6,,,
0.48,,0.54,,,
0.6,,0.54,,,
0.54,,0.54,,,
0.4199999999999999,,0.4199999999999999,,,
0.48,,0.6,,,
0.54,,0.66,,,
0.48,,0.54,,,
0.54,,0.6,,,
0.48,,0.78,,,
0.66,,0.66,,,
0.54,,0.8399999999999999,,,
0.54,,0.78,,,
0.48,,0.72,,,
0.66,,0.66,,,
0.6,,0.72,,,
0.54,,0.54,,,
0.66,,0.78,,,
0.78,,0.36,,,
0.54,,0.72,,,
0.66,,0.66,,,
0.54,,0.66,,,
0.6,,0.54,,,
0.72,,,,,
0.54,,,,,
0.72,,,,,
0.6,,,,,
0.4199999999999999,,,,,
0.48,,,,,
0.48,,,,,
0.48,,,,,
0.48,,,,,
0.48,,,,,
0.66,,,,,
0.48,,,,,
0.6,,,,,
0.6,,,,,
0.54,,,,,
0.54,,,,,
0.6,,,,,
0.4199999999999999,,,,,
0.48,,,,,
0.54,,,,,
0.6,,,,,
0.48,,,,,
0.54,,,,,
0.4199999999999999,,,,,
0.6,,,,,
0.48,,,,,
0.48,,,,,
0.54,,,,,
0.3,,,,,
0.6,,,,,
0.54,,,,,
0.6,,,,,
0.48,,,,,
0.72,,,,,
0.6,,,,,
0.48,,,,,
0.4199999999999999,,,,,
0.48,,,,,
0.54,,,,,
0.8399999999999999,,,,,
0.6,,,,,
0.54,,,,,
0.48,,,,,
0.48,,,,,
0.54,,,,,
0.6,,,,,
0.54,,,,,
0.72,,,,,
0.48,,,,,
0.48,,,,,
0.48,,,,,
0.48,,,,,
0.6,,,,,
0.54,,,,,
0.66,,,,,
0.66,,,,,
0.54,,,,,
0.54,,,,,
0.48,,,,,
0.54,,,,,
0.48,,,,,
0.54,,,,,
0.54,,,,,
0.48,,,,,
0.54,,,,,
0.48,,,,,
0.54,,,,,
0.54,,,,,
0.48,,,,,
0.54,,,,,
0.54,,,,,
0.54,,,,,
0.54,,,,,
0.48,,,,,
0.48,,,,,
0.48,,,,,
0.66,,,,,
0.54,,,,,
0.4199999999999999,,,,,
0.54,,,,,
0.48,,,,,
0.48,,,,,
0.48,,,,,
0.6,,,,,
0.6,,,,,
0.48,,,,,
0.54,,,,,
0.6,,,,,
0.72,,,,,
0.48,,,,,
0.48,,,,,
0.48,,,,,
0.48,,,,,
0.78,,,,,
0.54,,,,,
0.4199999999999999,,,,,
0.54,,,,,
0.48,,,,,
0.54,,,,,
0.66,,,,,
0.4199999999999999,,,,,
0.54,,,,,
0.4199999999999999,,,,,
0.66,,,,,
0.6,,,,,
0.66,,,,,
0.66,,,,,
0.54,,,,,
0.54,,,,,
0.4199999999999999,,,,,
0.6,,,,,
0.72,,,,,
0.48,,,,,
0.66,,,,,
0.48,,,,,
0.48,,,,,
0.54,,,,,
0.6,,,,,
0.54,,,,,
0.48,,,,,
0.48,,,,,
0.4199999999999999,,,,,
0.6,,,,,
0.4199999999999999,,,,,
0.48,,,,,
0.48,,,,,
0.48,,,,,
0.54,,,,,
0.54,,,,,
0.48,,,,,
0.6,,,,,
0.54,,,,,
0.6,,,,,
0.4199999999999999,,,,,
0.6,,,,,
0.4199999999999999,,,,,
0.6,,,,,
0.54,,,,,
0.24,,,,,
0.54,,,,,
0.48,,,,,
0.54,,,,,
0.48,,,,,
0.66,,,,,
0.4199999999999999,,,,,
0.48,,,,,
0.72,,,,,
0.54,,,,,
0.4199999999999999,,,,,
0.36,,,,,
0.54,,,,,
0.6,,,,,
0.54,,,,,
0.54,,,,,
0.48,,,,,
0.48,,,,,
0.48,,,,,
0.54,,,,,
0.54,,,,,
0.54,,,,,
0.66,,,,,
0.54,,,,,
0.66,,,,,
0.54,,,,,
0.66,,,,,
0.54,,,,,
0.48,,,,,
0.54,,,,,
0.54,,,,,
0.4199999999999999,,,,,
0.48,,,,,
0.54,,,,,
0.48,,,,,
0.48,,,,,
0.48,,,,,
0.54,,,,,
0.4199999999999999,,,,,
0.54,,,,,
0.4199999999999999,,,,,
0.54,,,,,
0.4199999999999999,,,,,
0.48,,,,,
0.48,,,,,
